,Unnamed: 0,incident_control,incident_containment,incident_acres_burned,incident_name,calfire_incident,is_active,incident_id,incident_type,County,data_id
0,0,,100.0,37.0, Bridge Fire,False,N,2ca11d45-8139-4c16-8af0-880d99b21e82,,Shasta,Shasta-2017-10
1,1,,100.0,122.0,Pala Fire,True,N,8f61f461-552d-4538-b186-35ab030da416,Wildfire,San Diego,San Diego-2009-05
2,2,,100.0,406.0,River Fire,True,N,094719ba-a47b-4abb-9ec5-a506b2b9fd23,,Inyo,Inyo-2013-02
3,3,,100.0,30.0,Fawnskin Fire,False,N,58f89ff8-bd3e-4355-b1c0-8fa05c747d3f,,San Bernardino,San Bernardino-2013-04
4,4,,100.0,274.0,Gold Fire,True,N,357ffc13-bef9-48eb-810f-c5de851972eb,,Madera,Madera-2013-04
5,5,,100.0,6965.0,Panther Fire,True,N,53122f0f-fefc-4dbf-b2d8-566b42ced66d,,Lassen,Lassen-2013-05
6,6,,100.0,75.0,Silverado Fire,True,N,d8d1c943-7b5d-4885-9043-f41075d6eded,,Napa,Napa-2013-04
7,7,,100.0,125.0,Yellow Fire,True,N,64e4f81e-d872-44c4-ba8d-111fa77124ba,,Sonoma,Sonoma-2013-05
8,8,,100.0,3166.0,Summit Fire,True,N,a1b14be5-a8cf-4e40-8588-96becf4c5879,,San Bernardino,San Bernardino-2013-05
9,9,,100.0,354.0,Tres Pinos Fire,True,N,ca68f3c4-4906-4952-b794-4531d7da8369,,Merced,Merced-2013-05
10,10,,100.0,217.0,306 Fire,True,N,5649e78d-7c26-4698-89a0-b0fa9a35cf78,,Glenn,Glenn-2013-05
11,11,,100.0,75.0,Lytle Fire,True,N,e2c4b308-9a2d-483b-8434-999bef9adc7c,,San Bernardino,San Bernardino-2013-05
12,12,,100.0,510.0,Gorgonio Fire,True,N,958ce6d2-97f9-4848-8620-d14ab87f329d,,Riverside,Riverside-2013-05
13,13,,100.0,4346.0,Grand Fire,True,N,e0d038e9-0926-4c05-8317-ec7075a04b12,,Ventura,Ventura-2013-05
14,14,,100.0,40.0,54 Fire,True,N,e215290f-d0b4-48fd-be32-f599959347b1,,Riverside,Riverside-2013-05
15,15,,100.0,712.0,Lake Fire,True,N,39af7eac-c188-411f-8c8a-d165c5fca4a9,,Los Angeles,Los Angeles-2013-05
16,16,,100.0,91.0,Lilly 2 Fire,True,N,2b765a08-c770-4b19-baa8-00dffe3fa838,,Madera,Madera-2013-05
17,17,,100.0,35.0,Cottontail Fire,True,N,f17c523c-bf01-4245-899b-7c2331096dae,,San Luis Obispo,San Luis Obispo-2013-05
18,18,,100.0,25.0,Cherry Fire,True,N,a60e315c-23d5-4ba4-869c-5c1e22a25e7a,,Riverside,Riverside-2013-05
19,19,,100.0,90.0,Water Fire,True,N,13850faa-5bab-4fd7-bac3-433ce9250c4d,,Riverside,Riverside-2013-05
20,20,,100.0,303.0,Shelton Fire,True,N,0b51d59b-457d-4a62-b066-55c2b8d400e2,,Stanislaus,Stanislaus-2013-05
21,21,,100.0,100.0,Border Fire,True,N,e077e091-f890-477c-b948-eb23774b432e,,San Diego,San Diego-2013-05
22,22,,100.0,2781.0,San Felipe Fire,True,N,859479e3-918c-42c6-bb74-5fdc17930a16,,San Diego,San Diego-2013-05
23,23,,100.0,50.0,Homestead Fire,True,N,5b5ce06d-7ea9-4d28-b564-715fd0d04f3f,,San Luis Obispo,San Luis Obispo-2013-05
24,24,,100.0,124.0,Smiley Fire,True,N,9795afee-7e60-4ab3-b5c3-7df67f91c5f9,,Riverside,Riverside-2013-05
25,25,,100.0,1271.0,General Fire,True,N,07a5397c-a665-4f84-9a82-5f689cb2c8f3,,San Diego,San Diego-2013-05
26,26,,100.0,1984.0,White Fire,False,N,abc61995-8bea-4be1-aa49-ee378ab3baaa,,Santa Barbara,Santa Barbara-2013-05
27,27,,100.0,149.0,Magic Fire,True,N,794412f2-1ba2-4217-ac38-49272a96fb6f,,Los Angeles,Los Angeles-2013-05
28,28,,100.0,170.0,Olive Fire,True,N,cb5f34a0-177e-445d-9349-dd94063a01d0,,Santa Barbara,Santa Barbara-2013-05
29,29,,100.0,500.0,Branch Fire,False,N,213dc89e-9f29-4480-91a6-aec5fb694999,,San Luis Obispo,San Luis Obispo-2013-06
30,30,,100.0,100.0,Murphy Fire,True,N,98bfbb7c-8446-4e2e-a268-7e961353723c,,Tuolumne,Tuolumne-2013-06
31,31,All road closures have been lifted.,100.0,298.0,Lone Fire,True,N,1a5192f1-bc99-4130-8683-381e0534b76a,,Butte,Butte-2013-06
32,32,,100.0,0.0,Hathaway Fire,False,N,befb9d5c-c0ea-48b8-8589-2586be0275af,,Riverside,Riverside-2013-06
33,33,,100.0,28.0,Sonoma-Lake-Napa Unit Lightning Fires,True,N,5ce45b6c-81b5-422c-9078-8c68dd872c8a,,Solano,Solano-2013-06
34,34,,100.0,124.0,152 Fire,True,N,f9e85371-fc46-4f54-822c-7dcdaadde551,,Merced,Merced-2013-06
35,35,,100.0,30.0,Lake Fire,True,N,dcb21e64-9d38-47c2-848b-e8e0dea5c2de,,Lake,Lake-2013-06
36,36,,100.0,30274.0,Powerhouse Fire,True,N,bf37805e-1cc2-4208-9972-753e47874c87,,Los Angeles,Los Angeles-2013-05
37,37,,100.0,240.0,Vasco Fire,True,N,2ad509e4-99f1-4e1a-81eb-839f772f9c45,,Contra Costa,Contra Costa-2013-06
38,38,,100.0,42.0,Viper Fire,True,N,e9505435-e861-4f33-9069-b0040fb2a135,,Riverside,Riverside-2013-06
39,39,,100.0,60.0,Northern California Lightning Activity,True,N,369e41d4-75a6-4be0-a38a-5f7450553631,,Butte,Butte-2013-06
40,40,,100.0,96.0,Roadrunner Fire,True,N,bf59bc5b-1398-4ae5-adef-6f61b9ee1b90,,Amador,Amador-2013-06
41,41,,100.0,75.0,Revis Fire,True,N,7055a440-5d4c-4f58-bac9-2954ff6698a5,,Lake,Lake-2013-06
42,42,,100.0,108.0,Clinton Fire,True,N,a2cfda2a-21c1-4e45-90b5-37d931b4a926,,Fresno,Fresno-2013-06
43,43,,100.0,1708.0,Carstens Fire,True,N,bb2eb175-43a3-4a5c-bff6-e3669e52c1d1,,Mariposa,Mariposa-2013-06
44,44,,100.0,237.0,PFE Fire,True,N,fe47b1c2-b9c0-44be-8d10-f270056db35c,,Placer,Placer-2013-06
45,45,,100.0,35.0,Michelle Fire,True,N,953f17a1-2034-467b-b48c-28da1a9af60e,,Fresno,Fresno-2013-06
46,46,,100.0,40.0,Palmyrita Fire,True,N,2d1f0c40-92e7-4540-991b-d353ed68ec6c,,Riverside,Riverside-2013-06
47,47,,100.0,482.0,Rolling Fire,True,N,05d0fed7-8502-4a6f-9c5c-b9cee0e75408,,Madera,Madera-2013-06
48,48,,100.0,124.0,California Fire,True,N,2b403f03-fe84-450a-90b7-befb8acc7e70,,Solano,Solano-2013-06
49,49,,100.0,46.0,Sierra Fire,True,N,15e7e15d-f707-473e-b0f3-6534cfd845b7,,Fresno,Fresno-2013-06
50,50,,100.0,150.0,George Fire,True,N,23ec2f69-da30-4983-80c2-1f04bfea6f9a,,Fresno,Fresno-2013-06
51,51,,100.0,25.0,Mount Fire,True,N,d489b45e-dcba-4eaa-8bb5-6a23255562da,,Lake,Lake-2013-06
52,52,,100.0,534.0,Mills Fire,True,N,6011819c-19ac-46c2-aa48-0ee8be0e48c0,,San Bernardino,San Bernardino-2013-06
53,53,,100.0,274.0,Concord Fire,True,N,95399a9c-8b3e-4413-9f56-5ed57d3d81b3,,Butte,Butte-2013-07
54,54,,100.0,105.0,Freeman Fire,True,N,58317b8d-7f4d-466f-b2c7-035c25fb00f0,,Monterey,Monterey-2013-06
55,55,,100.0,492.0,Kirker Fire,True,N,522114fe-ada8-49a9-9bb2-5891103ff0ca,,Contra Costa,Contra Costa-2013-07
56,56,,100.0,754.0,Northern Region July Lightning,True,N,42690ee2-a5ed-4320-9a55-d5ff3d1a80f5,,Butte,Butte-2013-07
57,57,,100.0,502.0,Fox Fire (formally 3-7 Fire),True,N,8b51033d-abc6-4ea4-8983-990ad4e1c45e,,Modoc,Modoc-2013-07
58,58,,100.0,200.0,Vina Fire,True,N,c94959d7-eb88-4724-8feb-ba0662afca10,,Tehama,Tehama-2013-07
59,59,,100.0,50.0,Grant Fire,True,N,07fb8b11-f39b-4cd0-8a27-2d4fef7fe680,,Alameda,Alameda-2013-07
60,60,,100.0,38.0,Fallon Fire,True,N,4c04a4e5-f580-4e62-bb53-2575c72d29dc,,Alameda,Alameda-2013-07
61,61,,100.0,7055.0,Chariot Fire,True,N,ee19b2ec-a96a-4738-994e-fb3ea016e053,,San Diego,San Diego-2013-07
62,62,,100.0,85.0,Adelaida Fire,True,N,a97d2b3a-3a53-424f-852c-5f1b8d199cc3,,San Luis Obispo,San Luis Obispo-2013-07
63,63,,100.0,73.0,McGanney Fire,True,N,397ed8e6-6088-4e03-9316-8f50c65a83be,,Yuba,Yuba-2013-07
64,64,,100.0,43.0,Fiddler Fire,True,N,3f64fc8a-8870-4e64-b60a-3e13c8532acd,,Shasta,Shasta-2013-07
65,65,,100.0,572.0,Kyburz Fire,False,N,d778a3f0-2d23-43c1-b9bc-1ea33898fab2,,El Dorado,El Dorado-2013-07
66,66,,100.0,50.0,Uvas Fire,True,N,e779a754-29fd-472f-8d29-46cfee32d3c2,,Santa Clara,Santa Clara-2013-07
67,67,,100.0,150.0,Diablo Fire,True,N,873074c8-4b6d-417b-a78c-1d1430027805,,Stanislaus,Stanislaus-2013-07
68,68,,100.0,27531.0,Mountain Fire,True,N,a3149fec-4d48-427c-8b2c-59e8b79d59db,,Riverside,Riverside-2013-07
69,69,,100.0,0.0,Orleans Complex,False,N,7d4f107b-66a9-43d2-819d-ec855c2947bf,,Siskiyou,Siskiyou-2013-08
70,70,,100.0,75.0,Silverwood Fire,True,N,ed51bbd2-6f8e-4f46-9073-3673a583fada,,San Bernardino,San Bernardino-2013-07
71,71,,100.0,25.0,Flume Fire,True,N,c6cfeed9-55bb-4fdb-8a52-e4d947dba721,,Lake,Lake-2013-07
72,72,,100.0,22992.0,Aspen Fire,False,N,bee8c339-4f26-4b78-a5b4-a8a0ebdb8786,,Fresno,Fresno-2013-07
73,73,,100.0,14754.0,Salmon River Complex,False,N,ba76c009-09c9-497c-b923-1ac8cf05c20d,,Siskiyou,Siskiyou-2013-07
74,74,,100.0,92.0,Branch Fire,True,N,0b51d3d5-bb3a-426d-9c12-c1878a01d7cf,,Butte,Butte-2013-08
75,75,,100.0,150.0,Redlands Fire,True,N,d48a839f-d8da-44d7-9b35-b9f61aa28c61,,Riverside,Riverside-2013-07
76,76,,100.0,60.0,Relay Fire,True,N,0658b1f8-5323-4152-b6d1-b208736587db,,Riverside,Riverside-2013-08
77,77,,100.0,612.0,Water Fire,True,N,86faecab-ed3a-4fce-95cf-89433a825c72,,Kern,Kern-2013-07
78,78,,100.0,45.0,Pratt Fire,True,N,f1d7f375-8aa3-4cb5-a864-bae9bb90cbd1,,Lake,Lake-2013-07
79,79,Oak Knolls Road,100.0,712.0,Rancho Fire,True,N,591a56a5-e9c0-45a0-96bd-34098588c39b,,Kern,Kern-2013-07
80,80,,100.0,195.0,Paskenta Fire,True,N,4423899b-6197-4ef5-9f73-bca1763f17e6,,Tehama,Tehama-2013-07
81,81,,100.0,158.0,Lakeville Fire,True,N,c9b5d1ff-c042-4b39-8bac-b10fb6fc6c13,,Sonoma,Sonoma-2013-07
82,82,,100.0,163.0,50 Fire,True,N,4630e9ce-88ec-4159-9bc9-25ff5f8216cc,,El Dorado,El Dorado-2013-07
83,83,,100.0,40.0,Heacock Fire,True,N,8fb3a438-3146-4b8d-8f20-bfa8d6610f84,,Riverside,Riverside-2013-07
84,84,,100.0,15.0,Gilman Fire,True,N,2b300dd5-4474-4b8a-9b4c-3a3014afe27d,,Riverside,Riverside-2013-07
85,85,,100.0,31.0,Chuckwagon Fire,True,N,68dadbb3-6a63-483a-add9-491a69d9e0ad,,Calaveras,Calaveras-2013-07
86,86,,100.0,1070.0,Power Fire,False,N,1e8441c2-f426-40b4-9f4f-3de9f7e232b9,,Tuolumne,Tuolumne-2013-08
87,87,,100.0,1383.0,Falls Fire,True,N,4867ac70-663e-48f4-b9ae-ca0a486234ca,,Riverside,Riverside-2013-08
88,88,,100.0,60.0,Tram Fire,False,N,ac568737-dae6-4050-b1f4-62ab1f9ec930,,Nevada,Nevada-2013-08
89,89,,100.0,38.0,Indian Fire,True,N,b5b63934-923d-4504-a9b1-75c885477a8d,,Lake,Lake-2013-08
90,90,Hwy 243 remains closed between Twin Pines Road and Westley Street in Banning due to road damage.,100.0,20292.0,Silver Fire,True,N,c400203b-a7fd-4bd8-803a-f3c74bc32a2b,,Riverside,Riverside-2013-08
91,91,,100.0,12503.0,Corral Complex,False,N,f3dcbca8-f8ed-46d0-8f6e-9c7fc2fb03e6,,Humboldt,Humboldt-2013-08
92,92,,100.0,50.0,Cottonwood Fire,True,N,e16c204e-58d6-4f78-bc97-729b16ef9f83,,Siskiyou,Siskiyou-2013-08
93,93,,100.0,116.0,Union Fire,True,N,db009f8f-8b9d-44bb-a3f6-83f319c84d72,,El Dorado,El Dorado-2013-08
94,94,,100.0,243.0,Sharp Fire,False,N,62eabea3-40be-497d-94e4-150f011b925f,,San Bernardino,San Bernardino-2013-08
95,95,,100.0,27.0,Cloverdale Fire,True,N,0537a175-8fe9-4f5f-b56f-77848fa195f4,,Shasta,Shasta-2013-08
96,96,,100.0,2462.0,Swedes Fire,True,N,0758e1c0-95ea-47e7-b5c1-5f3ea96bc664,,Butte,Butte-2013-08
97,97,,100.0,27440.0,American Fire,False,N,8213f5c7-34fa-403b-a4bc-da2ace6e6625,,Placer,Placer-2013-08
98,98,,100.0,97.0,Coyote Fire,True,N,2b84c8a2-e2e8-45a2-9221-e8075608c218,,Lassen,Lassen-2013-08
99,99,,100.0,40.0,Pierce Fire,True,N,f23f8148-6ec4-4885-9729-0dad7c744485,,Riverside,Riverside-2013-08
100,100,,100.0,70.0,Double Fire,True,N,ae025ba5-8b5d-48de-ad5e-3037de3d18e9,,Lake,Lake-2013-08
101,101,,100.0,46.0,Bridges Fire,True,N,10445e2c-979d-49a2-82c2-c3789bd2449a,,Calaveras,Calaveras-2013-08
102,102,,100.0,110.0,Cleghorn Fire,False,N,c7f05927-66a4-403c-9048-aeb42eca0211,,San Bernardino,San Bernardino-2013-08
103,103,,100.0,8073.0,Clover Fire,True,N,92af9783-eda9-4186-afe9-447f61a92636,,Shasta,Shasta-2013-09
104,104,,100.0,513.0,Plumas Lightning Complex (Hough),False,N,5015b3c2-2bae-4cce-9bf8-f1b25b0ce1e6,,Plumas,Plumas-2013-08
105,105,,100.0,794.0,Shirley Fire,False,N,5421868e-52ba-4737-8169-325e0aa040e4,,Kern,Kern-2013-08
106,106,,100.0,196.0,Burney Lightning Series (Warner Fire),True,N,f21a41c6-0905-4531-9bdf-2456d0051eed,,Shasta,Shasta-2013-08
107,107,,100.0,200.0,Sierra Fire,False,N,f7358513-329f-4dba-8980-4cd3a19b469a,,San Bernardino,San Bernardino-2013-09
108,108,,100.0,11429.0,Deer Fire,True,N,956dbcf6-db40-4b61-b235-4ede14738f1e,,Tehama,Tehama-2013-08
109,109,,100.0,413.0,Gobblers Fire,False,N,b202bd85-c5ef-4bdf-8270-d556f95c3742,,San Bernardino,San Bernardino-2013-08
110,110,,100.0,2060.0,Fish Fire,False,N,a4de6058-c68c-4924-bfb5-dc8ecc3b54c0,,Tulare,Tulare-2013-08
111,111,,100.0,38.0,Empire Fire,True,N,fea7802f-ba70-450a-9ad1-96e2751293a9,,El Dorado,El Dorado-2013-08
112,112,,100.0,97.0,Little Fire,False,N,b5109726-5e91-4c10-96f8-2a5bb72e5a59,,Riverside,Riverside-2013-08
113,113,,100.0,41.0,Chestnut Fire,True,N,b30ee931-f349-4d21-a38a-d346c516b104,,San Francisco,San Francisco-2013-09
114,114,,100.0,3111.0,Morgan Fire,True,N,e33b2d80-7fec-4470-9e79-440d349b0d95,,Contra Costa,Contra Costa-2013-09
115,115,,100.0,134.0,Angora Fire,False,N,d332a628-6290-4e91-b8d0-4dc663b80c38,,Tulare,Tulare-2013-09
116,116,,100.0,73.0,Liveoak Fire,True,N,31f21c59-8a94-4b17-91aa-88ca14817162,,San Bernardino,San Bernardino-2013-09
117,117,,100.0,268.0,Madre Fire,False,N,eb5a3f2a-0c25-417a-af78-bb0d643247c7,,Los Angeles,Los Angeles-2013-09
118,118,,100.0,97.0,Davis Creek Complex,False,N,308ce8d5-67c8-4edb-9e2f-bf6295f98d7e,,Modoc,Modoc-2013-09
119,119,,100.0,52.0,Tyler Fire,True,N,1476673c-df55-4c39-b117-d9d067f8a020,,Nevada,Nevada-2013-08
120,120,,100.0,80.0,Centerville Fire,True,N,dd374f36-e7cb-4a48-91ee-e8be101e0f88,,Butte,Butte-2013-08
121,121,,100.0,68.0,Rail Fire,False,N,0875cf4e-9948-45ed-a76d-d74564319b49,,Modoc,Modoc-2013-09
122,122,,100.0,257314.0,Rim Fire,True,N,5fb18d4d-213f-4d83-a179-daaf11939e78,,Tuolumne,Tuolumne-2013-08
123,123,,100.0,263.0,Lyon Fire,True,N,f6f6fefa-ac4e-466f-815e-492416e37b98,,San Diego,San Diego-2013-09
124,124,,100.0,30.0,Lakeshore Fire,True,N,51e00abb-53d0-4014-9224-2a853b1d6bcf,,Lake,Lake-2013-09
125,125,,100.0,94.0,Creek Fire,True,N,ac469123-da14-4821-b824-c6cf66138514,,San Luis Obispo,San Luis Obispo-2013-09
126,126,,100.0,98.0,Highland Fire,True,N,b20a2031-12c9-4e9c-9f44-ac82c26e6c66,,Lake,Lake-2013-09
127,127,,100.0,376.0,Putah Fire,True,N,1f94fce5-49a5-4220-bc99-f003ab4d3e60,,Napa,Napa-2013-10
128,128,,100.0,159.0,Crane Fire,True,N,1460f2d9-853b-4901-bed3-ac196e00bb3a,,Sonoma,Sonoma-2013-10
129,129,,100.0,2236.0,DeLuz Fire,False,N,9fb847ce-44c7-4a11-a733-a6cc82838671,,Marin,Marin-2013-10
130,130,,100.0,305.0,Summit Fire,True,N,d922e7c8-814a-412b-a40b-53072d0983ea,,Butte,Butte-2013-10
131,131,,100.0,40.0,Baker Fire,True,N,9a110003-2f4c-4ac7-a3e5-b4e713f8d1fe,,Orange,Orange-2013-10
132,132,,100.0,163.0,Capay Fire,True,N,0aa08938-eaab-4a60-8891-946197328f94,,Yolo,Yolo-2013-11
133,133,,100.0,33.0,Dersch Fire,True,N,29a2efda-c28f-4a41-9c6d-8cb8f763d464,,Shasta,Shasta-2013-11
134,134,Toro Creek Road remains closed to non-emergency traffic at Summit Road North of Highway 41. ,100.0,51.0,Toro Fire,True,N,587c03e3-4831-47c1-8c03-c08176e91b11,,San Luis Obispo,San Luis Obispo-2013-11
135,135,,100.0,120.0,Cantwell Fire,True,N,20ba8b6b-78d4-46a7-995b-d8fa38cbf3b8,,Lake,Lake-2013-11
136,136,,100.0,190.0,Silverado Fire,True,N,79d476e5-0b4d-48e2-a105-2bba5c1140e9,,Napa,Napa-2013-11
137,137,,100.0,64.0,Wheeler Fire,True,N,0adb968c-eb85-41c5-8e08-04c0ec386c79,,Ventura,Ventura-2013-11
138,138,,100.0,82.0,Retek Fire,True,N,e9e43213-b2fc-47bc-92cd-117ccd6e4780,,Mendocino,Mendocino-2013-11
139,139,,100.0,3505.0,McCabe Fire,True,N,b4bc1480-cbb8-4ef2-8d5f-88a496d21d10,,Sonoma,Sonoma-2013-11
140,140,,100.0,50.0,Bruner Fire,True,N,3f3e234c-04e1-4941-a79f-23ddc419bf59,,Lake,Lake-2013-11
141,141,,100.0,23.0,Dam Fire,True,N,720f1d0a-81b7-4a00-85db-be3d9587ea3e,,Lake,Lake-2013-11
142,142,,100.0,40.0,Grant Fire,True,N,7a168690-06e5-4056-97c8-73b834204744,,Santa Clara,Santa Clara-2013-12
143,143,,100.0,865.0,Campbell Fire,False,N,353e7df7-440c-4c41-a27c-b35bb1e2831c,,Lassen,Lassen-2014-01
144,144,,100.0,1952.0,Colby Fire,False,N,1fe0ea01-23e8-47a1-8fbd-ced6cf655e4d,,Los Angeles,Los Angeles-2014-01
145,145,,100.0,333.0,Red Fire,True,N,6d75c6a4-12cb-4f18-8951-f2737e980916,,Humboldt,Humboldt-2014-01
146,146,,100.0,106.0,Lake Fire,True,N,d529636e-33d0-484b-9c6f-093ba33736b7,,Fresno,Fresno-2014-01
147,147,,100.0,125.0,Gun Fire,False,N,a67fe9bc-b8ec-4ed1-a2e8-06623aab7039,,San Diego,San Diego-2014-03
148,148,,100.0,400.0,Encinal Fire,True,N,cb580f06-5d43-46aa-8b2c-f2b5a21eff02,,Monterey,Monterey-2014-03
149,149,,100.0,57.0,Van Buren Fire,True,N,edff6f87-80b8-4c0d-8f6a-45c6e798b7fa,,Riverside,Riverside-2014-03
150,150,,100.0,113.0,Bridges Fire,True,N,1faad916-32b9-4cd0-94b8-dacfe71fa9f8,,Inyo,Inyo-2014-04
151,151,,100.0,2143.0,Etiwanda Fire,True,N,13bfff2c-cb2f-4ed9-a7f8-6985646a2d5d,,San Bernardino,San Bernardino-2014-04
152,152,,100.0,29.0,Jacumba Fire,True,N,d5cb2477-6627-4ef6-bab1-d0eecc4ad12a,,San Diego,San Diego-2014-05
153,153,,100.0,1548.0,Bernardo Fire,True,N,9e5ee790-ee7e-4b40-b300-7a3046901162,,San Diego,San Diego-2014-05
154,154,,100.0,75.0,San Lucas Fire,True,N,91c3081d-33b4-46f2-8774-032c57f0f6a2,,Monterey,Monterey-2014-04
155,155,,100.0,632.0,Miguelito Fire,True,N,d08b0c4e-35d3-43fb-8af8-1756b1789172,,Santa Barbara,Santa Barbara-2014-05
156,156,,100.0,5367.0,Tomahawk Fire,False,N,2b35bd0d-169f-4a81-835b-13bf527031a6,,Marin,Marin-2014-05
157,157,,100.0,1457.0,San Mateo Fire,False,N,b0b5efed-3edc-4a4b-97c8-95a79d12d0c6,,Marin,Marin-2014-05
158,158,Interstate 15 is closed 3 1/2 miles south of Hwy 76 to .7 miles north of Hwy 76,100.0,380.0,Highway Fire,True,N,ebea3cc2-c0ad-4de2-829a-0b544183461b,,San Diego,San Diego-2014-05
159,159,,100.0,50.0,Fiddler Fire,True,N,2c241790-d062-4b15-9a25-8e511c0febab,,Shasta,Shasta-2014-05
160,160,,100.0,1995.0,Cocos Fire,True,N,1b1cba8f-7893-4eea-82d9-dc78663fd911,,San Diego,San Diego-2014-05
161,161,,100.0,600.0,Poinsettia Fire,False,N,cc18296d-573a-4737-8e4e-1221d75d1e7b,,San Diego,San Diego-2014-05
162,162,,100.0,175.0,Indian Fire,True,N,b454456c-1fa9-4766-b179-6df36b4d844b,,Lake,Lake-2014-05
163,163,,100.0,487.0,59 Fire,True,N,1a0bbf7e-7f9b-4359-9c91-85dec2e2869a,,Tuolumne,Tuolumne-2014-06
164,164,,100.0,269.0,Hetch Hetchy Fire,True,N,b5d32131-cf00-4e34-9e08-b74d68a3174f,,Tuolumne,Tuolumne-2014-06
165,165,,100.0,25.0,Hall Fire,True,N,ccc2ec2b-4941-4bbd-ae60-be6706d97f13,,Fresno,Fresno-2014-06
166,166,Highway 168 has been reopened.,100.0,40.0,Morgan Fire,True,N,857e832f-17bd-4ad2-8789-99b003187049,,Fresno,Fresno-2014-06
167,167,,100.0,70.0,Norman Fire,True,N,45cf54ae-c166-4f81-816f-2e0ef959a56e,,Solano,Solano-2014-06
168,168,,100.0,130.0,Haigh Fire,True,N,50567f4a-c56d-4d73-9855-f5d81fa74025,,Mariposa,Mariposa-2014-06
169,169,,100.0,3895.0,Shirley Fire,False,N,8ede9823-938e-4786-97b8-a0f42b852cb2,,Kern,Kern-2014-06
170,170,,100.0,225.0,Tehama Fire,True,N,724209e0-12b0-4d49-b798-8ccacf95e668,,Tehama,Tehama-2014-06
171,171,,100.0,120.0,Reed Fire,True,N,2b382ade-87e2-4cff-92f7-67328139d7eb,,Calaveras,Calaveras-2014-06
172,172,,100.0,85.0,Oak Fire,True,N,06ae83a9-125e-4cf5-826e-8b541b2308fd,,Calaveras,Calaveras-2014-06
173,173,All road closures have been lifted.,100.0,4300.0,Butts Fire,True,N,2437bb57-1d09-4892-8c26-a60661dae1d9,,Napa,Napa-2014-07
174,174,,100.0,30.0,Bible Fire,True,N,da607cd1-32fc-44c0-bd7a-ba14ad0a14cc,,El Dorado,El Dorado-2014-07
175,175,,100.0,12661.0,Bully Fire,True,N,3a1fab73-882a-478c-b289-504497db4d64,,Shasta,Shasta-2014-07
176,176,Hwy 128 has been reopened. ,100.0,6488.0,Monticello Fire,True,N,756d8f5b-bc05-4741-a5a3-3b20ca21906d,,Napa,Napa-2014-07
177,177,,100.0,1469.0,Gulch Fire,True,N,00089805-cdee-4607-8b67-1653bee463bc,,Modoc,Modoc-2014-07
178,178,,100.0,1651.0,Modoc Lightning Complex,False,N,8f48a8a9-facf-49e8-92dc-ea1147e53792,,Modoc,Modoc-2014-07
179,179,,100.0,15.0,West Fire,False,N,62c2a563-1768-4c94-ac71-694a553cfdf8,,Trinity,Trinity-2014-07
180,180,The following road closures are in effect: <li>State Route 78 at Manzanita Drive</li><li>Manzanita Drive at Lakeview Drive</li>,100.0,217.0,Banner Fire,True,N,d2623c2c-ff3d-419e-a129-b3aa542c05c4,,San Diego,San Diego-2014-07
181,181,,100.0,80.0,Marsh Fire,True,N,dc1a83b0-500c-440f-85d7-7090884f5487,,San Joaquin,San Joaquin-2014-07
182,182,,100.0,75.0,Cassel Fire,True,N,0bc42201-27c2-4b3d-a329-ce44bc1261d9,,Shasta,Shasta-2014-07
183,183,,100.0,47.0,Interlake Fire,True,N,1df51ee3-c15a-4266-bf3d-d52272189cff,,Monterey,Monterey-2014-07
184,184,,100.0,38.0,Hutto Fire,True,N,61506ea2-3f16-4aa6-ba54-d7788c3a2b35,,Nevada,Nevada-2014-07
185,185,,100.0,143.0,Dry Fire,True,N,dcbc7afb-cdef-49a3-822e-20bbaa86a5d0,,Shasta,Shasta-2014-07
186,186,,100.0,1680.0,Nicolls Fire ,False,N,45abd556-f41f-4507-91a5-1cf2f751bb4c,,Kern,Kern-2014-07
187,187,,100.0,72.0,Wildlife Fire,True,N,9c21bb74-e919-403c-8a43-05f561669e4e,,Butte,Butte-2014-07
188,188,,100.0,4240.0,Sand Fire,True,N,4d07ccc3-32be-4a1d-acac-18333884c97d,Wildfire,El Dorado,El Dorado-2014-07
189,189,,100.0,39736.0,Bald Fire,True,N,045a1a18-72e4-4579-b64c-f34b33a1031b,,Shasta,Shasta-2014-07
190,190,,100.0,13153.0,Day Fire,True,N,e3b7143d-6faa-4962-9fe5-c2d1559c5d20,,Lassen,Lassen-2014-07
191,191,,100.0,35302.0,Oregon Gulch Fire (part of the Beaver Complex),True,N,3b2609f0-b3a2-493c-bf66-c5b5f64409f8,,Siskiyou,Siskiyou-2014-07
192,192,See evacuations above,100.0,32416.0,Eiler Fire,True,N,60ea04ec-5f5e-4a49-8fbc-fa50c17a1199,,Shasta,Shasta-2014-07
193,193,,100.0,6258.0,Coffee Fire,False,N,9d3fb01e-c29e-436a-82f8-c110a0b35179,,Trinity,Trinity-2014-07
194,194,,100.0,5503.0,Little Deer Fire,True,N,59a31adf-4f31-4bf6-a6c6-fe62d2d2587f,,Siskiyou,Siskiyou-2014-07
195,195,,100.0,25.0,Leopard Fire,True,N,952443ab-3af0-431d-9040-c73a45925401,,Shasta,Shasta-2014-08
196,196,,100.0,10.0,Pines Fire,True,N,a2da7754-e907-48f2-a023-0a3053cf2903,,Madera,Madera-2014-08
197,197,,100.0,612.0,Junction Fire,True,N,58e7e466-8807-404e-9ef6-5a6ae11a0084,,Madera,Madera-2014-08
