,incident_latitude,incident_longitude,incident_dateonly_created,incident_control,incident_containment,incident_acres_burned,incident_county,incident_name,calfire_incident,is_active,incident_id,incident_type,County
1202,34.18075,-117.43184,2018-11-13,,100.0,147.0,San Bernardino,Sierra Fire,False,N,d18da394-5ed4-4004-8dea-600e15d398e4,,San Bernardino
1203,37.61158,-121.94181999999999,2018-11-14,,100.0,20.0,Alameda,Niles Fire,True,N,03f49769-b928-44a5-be82-236d3d341eba,,Alameda
1204,34.30166667,-119.09916667,2018-11-15,,100.0,150.0,Ventura,Briggs Fire,True,N,c003df4f-d19c-4e21-a90f-81d3f14aaf99,,Ventura
1205,34.26734825,-118.64381589,2018-11-12,,100.0,186.0,Ventura,Peak Fire,True,N,c3b66e33-ef00-4874-a29b-b36640c16122,Wildfire,Ventura
1206,37.12857,-122.12036,2018-11-16,,100.0,10.0,Santa Cruz,Bear Fire ,True,N,b6fb27e6-073c-4092-b8a8-51e96be987a4,,Santa Cruz
1207,39.24678,-121.32399,2019-06-25,,100.0,80.0,Yuba,Scott Fire,True,N,31cbc968-6d9d-412b-8bc3-6846ca398fe2,,Yuba
1208,35.81778,-120.09715,2019-04-28,,100.0,161.0,Kings,York Fire,True,N,85bdd89a-4ce5-4539-a274-23fa2b030e7d,,Kings
1209,39.83958,-121.95700000000001,2019-04-30,,100.0,10.0,Butte,Cana Fire,True,N,34abbc65-5bbe-474b-85c8-16d07bb5b503,,Butte
1210,35.65189,-118.92545,2019-04-30,,100.0,115.0,Kern,Woody Fire,False,N,d3beabf6-63e9-4cad-a17c-58bb36abd7ac,,Glenn
1211,39.85484,-121.905,2019-05-01,,100.0,50.0,Butte,Meridian Fire,True,N,398bb669-190d-4dbf-9af0-6ccb27817c13,,Butte
1212,35.03855,-119.19453999999999,2019-05-03,,100.0,172.0,Kern,Vulcan Fire,True,N,ee290ec6-3815-4c44-a96a-edb331fcc925,,Kern
1213,35.72057,-119.62762,2019-05-07,,100.0,2500.0,Kern,Refuge Fire,False,N,6f329208-5aa0-45fc-a4ec-db9caf865ca7,,Kern
1214,39.115359999999995,-120.76088,2019-05-10,,100.0,65.0,Placer,Sugar Fire,False,N,0888bb9d-0d9b-4a49-bf3d-a55a7c40a707,,Placer
1215,32.557565999999994,-116.8663,2019-05-13,,100.0,22.0,San Diego,Border Fire,True,N,a81e03a3-de18-48e4-93bf-f8da83a17927,,San Diego
1216,33.650237,-116.17253400000001,2019-05-18,,100.0,130.0,Riverside,Shady Fire,True,N,e98603d2-f44e-4a9e-b83d-5e9f94766b53,,Riverside
1217,39.98097,-122.30736999999999,2019-05-20,,100.0,63.0,Tehama,Paskenta Fire,True,N,aed86291-4631-4d79-ba5f-6b2c8ca399c9,,Tehama
1218,33.81678,-117.18194,2019-05-20,,100.0,26.0,Riverside,Foothill Fire,True,N,9d7c5ad0-6682-430a-b4d1-d39cfea73a29,,Riverside
1219,35.307590000000005,-119.96498000000001,2019-05-29,,100.0,835.0,San Luis Obispo,Belmont Fire,True,N,e2d77e59-b831-4267-a50b-89ede499a885,,San Luis Obispo
1220,36.669090000000004,-119.3046,2019-05-29,,100.0,121.0,Fresno,Hill Fire,True,N,72cb3684-c194-4180-bdfe-22775f86a594,,Fresno
1221,33.69078,-114.57265,2019-05-30,,100.0,45.0,Riverside,Diversion Fire,True,N,e354cde8-d0e6-4150-9f6b-1c12045e77d0,,Riverside
1222,37.45899,-121.22093000000001,2019-05-30,,100.0,144.0,Santa Clara,Canyon Fire,True,N,329ac0b8-a2c1-4a72-bd09-dd86c477162b,,Stanislaus
1223,33.57039,-116.1466,2019-05-29,,100.0,55.0,Riverside,66 Fire,False,N,b4616173-5807-4c04-a416-5374139f3fcc,,Riverside
1224,36.28001,-119.10973999999999,2019-06-01,,100.0,155.0,Tulare,Spruce Fire,True,N,812a492e-35cb-4bb0-9e5a-1ec181d8b97e,,Tulare
1225,36.18479,-118.99229,2019-06-02,,100.0,257.0,Tulare,Citrus Fire,True,N,11e0324e-e8ff-4591-b592-9e704ade60d6,,Tulare
1226,36.23012,-118.85712,2019-06-03,,100.0,33.0,Tulare,Yokohl Fire,True,N,db2a5b4c-260b-4888-aeb3-663b8bf41106,,Tulare
1227,36.14246,-118.80582,2019-06-03,,100.0,25.0,Tulare,Bear Fire,True,N,e1f34f39-beea-4a6d-9ba6-64b6b55ff567,,Tulare
1228,35.343761,-119.91371699999999,2019-06-05,,100.0,1127.0,San Luis Obispo,Boulder Fire,True,N,107dd529-31b8-4b5f-ab09-4aa79c770d4b,,San Luis Obispo
1229,38.02503,-121.9763,2019-06-06,,100.0,23.0,Contra Costa,Willow Fire,True,N,2e71d51a-49f1-4e86-82e2-054637efd1a5,,Contra Costa
1230,38.21416,-122.12213999999999,2019-06-07,,100.0,24.0,Solano,Nelson Fire ,False,N,b433dceb-f5b4-4b46-8eb3-2aae9fc2d45a,,Solano
1231,38.752629999999996,-121.39258999999998,2019-06-07,,100.0,27.0,Placer,Watt Fire,True,N,24997ef5-a558-4ea6-8a96-b3cdff79fe2b,,Placer
1232,37.259879999999995,-121.09375,2019-06-07,,100.0,600.0,Stanislaus,Stuhr Fire,True,N,8edf51ea-1e4f-4e73-8e04-e168417ed39b,,Stanislaus
1233,39.15641,-121.56363,2019-06-08,,100.0,70.0,Yuba,Levee Fire,False,N,3fd43a39-4e82-4b7e-a642-be86b5c73522,,Yuba
1234,38.88978,-122.23921999999999,2019-06-08,,100.0,2512.0,Yolo,Sand Fire,True,N,1760d7f8-57a2-4a04-b7e5-0861cc0ee963,,Yolo
1235,38.63047,-122.47282,2019-06-08,,100.0,50.0,Napa,Ink Fire,True,N,78c1dacb-653a-42fe-b025-ab80ec4996bd,,Napa
1236,39.28926,-121.85906000000001,2019-06-08,,100.0,1350.0,Sutter,West Butte Fire,False,N,23cee99c-662f-4409-80d0-b9eb3a6287b3,,Butte
1237,35.66318,-120.41128,2019-06-12,,100.0,1764.0,San Luis Obispo,McMillan Fire,True,N,88a285bc-0dc7-4c51-a35a-5026850b0a6d,,San Luis Obispo
1238,37.21638,-121.70768000000001,2019-06-09,,100.0,210.0,Santa Clara,Malech Fire,True,N,6f509c42-9d2b-45df-b705-02dcb9147dde,,Santa Clara
1239,37.44422,-121.84082,2019-06-10,,100.0,35.0,Santa Clara,Calaveras Fire ,True,N,0cd5a369-2f91-4786-9df1-98ece3e9e78c,,Calaveras
