data_id,incident_containment,incident_acres_burned,calfire_incident
Santa Barbara-2019-10,100.0,420.0,0
Santa Barbara-2019-11,100.0,3126.0,0
Santa Barbara-2020-05,200.0,1551.0,0
Santa Barbara-2020-06,100.0,696.0,0
Santa Barbara-2020-09,100.0,111.0,0
Santa Clara-2013-07,100.0,50.0,1
Santa Clara-2013-12,100.0,40.0,1
Santa Clara-2016-06,100.0,120.0,1
Santa Clara-2016-07,100.0,114.0,1
Santa Clara-2016-08,100.0,25.0,1
Santa Clara-2016-09,200.0,4499.0,2
Santa Clara-2017-06,200.0,139.0,2
Santa Clara-2017-07,300.0,249.0,2
Santa Clara-2017-08,100.0,100.0,1
Santa Clara-2017-09,100.0,100.0,1
Santa Clara-2018-05,100.0,16.0,1
Santa Clara-2018-07,500.0,577.0,5
Santa Clara-2018-09,100.0,30.0,1
Santa Clara-2018-10,100.0,63.0,0
Santa Clara-2019-06,100.0,210.0,1
Santa Clara-2019-07,400.0,223.0,3
Santa Clara-2019-08,200.0,95.0,2
Santa Clara-2019-09,100.0,128.0,1
Santa Clara-2019-10,100.0,29.0,1
Santa Clara-2020-06,300.0,2337.0,1
Santa Clara-2020-07,300.0,5887.0,3
Santa Clara-2020-08,100.0,143.0,1
Santa Cruz-2017-10,100.0,391.0,1
Santa Cruz-2018-11,200.0,27.0,2
Santa Cruz-2019-09,100.0,10.0,1
Santa Cruz-2020-08,100.0,86509.0,1
Santa Cruz-2021-01,400.0,94.0,4
Shasta-2013-07,100.0,43.0,1
Shasta-2013-08,200.0,223.0,2
Shasta-2013-09,100.0,8073.0,1
Shasta-2013-11,100.0,33.0,1
Shasta-2014-05,100.0,50.0,1
Shasta-2014-07,500.0,85031.0,5
Shasta-2014-08,100.0,25.0,1
Shasta-2014-09,100.0,1375.0,1
Shasta-2015-07,300.0,377.0,3
Shasta-2015-08,200.0,134.0,2
Shasta-2015-09,100.0,109.0,1
Shasta-2016-06,100.0,24.0,1
Shasta-2016-07,100.0,441.0,1
Shasta-2016-08,100.0,35.0,1
Shasta-2017-04,100.0,45.0,1
Shasta-2017-06,100.0,19.0,1
Shasta-2017-07,400.0,335.0,4
Shasta-2017-08,300.0,125.0,1
Shasta-2017-09,200.0,1020.0,2
Shasta-2017-10,200.0,77.0,1
Shasta-2018-03,100.0,11.0,1
Shasta-2018-06,200.0,2006.0,2
Shasta-2018-07,500.0,229831.0,5
Shasta-2018-08,300.0,48205.0,2
Shasta-2018-09,200.0,63387.0,2
Shasta-2018-10,200.0,50.0,1
Shasta-2019-06,100.0,90.0,1
Shasta-2019-07,200.0,60.0,2
Shasta-2019-08,400.0,832.0,4
Shasta-2019-09,100.0,16.0,1
Shasta-2019-10,100.0,42.0,1
Shasta-2020-06,100.0,15.0,0
Shasta-2020-07,100.0,340.0,1
Shasta-2020-09,100.0,56338.0,1
Shasta-2020-10,300.0,413.0,3
Sierra-2017-06,100.0,339.0,1
Sierra-2017-07,200.0,805.0,1
Sierra-2019-06,100.0,2.0,1
Sierra-2020-02,100.0,102.0,0
Sierra-2020-08,100.0,47029.0,0
Siskiyou-2013-07,100.0,14754.0,0
Siskiyou-2013-08,200.0,50.0,1
Siskiyou-2014-07,200.0,40805.0,2
Siskiyou-2014-08,100.0,0.0,0
Siskiyou-2014-09,100.0,516.0,1
Siskiyou-2015-02,100.0,200.0,0
Siskiyou-2015-07,200.0,205.0,2
Siskiyou-2016-06,100.0,2860.0,0
Siskiyou-2016-07,200.0,49.0,2
Siskiyou-2016-08,200.0,34577.0,1
Siskiyou-2016-09,100.0,32.0,1
Siskiyou-2017-06,300.0,102.0,2
Siskiyou-2017-07,600.0,28219.0,2
Siskiyou-2017-08,400.0,118509.0,1
Siskiyou-2018-05,200.0,154.0,2
Siskiyou-2018-06,300.0,112.0,2
Siskiyou-2018-07,400.0,38457.0,3
Siskiyou-2018-10,100.0,15.0,1
Siskiyou-2019-06,200.0,27.0,2
Siskiyou-2019-07,200.0,118.0,0
Siskiyou-2019-09,400.0,2205.0,1
Siskiyou-2019-10,100.0,63.0,1
Siskiyou-2020-07,100.0,557.0,1
Siskiyou-2020-09,200.0,95.0,2
Solano-2013-06,200.0,152.0,2
Solano-2014-06,100.0,70.0,1
Solano-2015-07,200.0,190.0,2
Solano-2016-07,100.0,57.0,1
Solano-2017-06,100.0,39.0,0
Solano-2017-09,100.0,55.0,1
Solano-2017-10,100.0,100.0,1
Solano-2018-08,100.0,2162.0,1
Solano-2018-10,100.0,160.0,0
Solano-2018-11,100.0,1500.0,0
Solano-2019-06,100.0,24.0,0
Solano-2019-07,100.0,183.0,1
Solano-2019-08,100.0,81.0,1
Solano-2019-09,100.0,30.0,0
Solano-2019-10,100.0,140.0,0
Solano-2020-06,300.0,2216.0,1
Solano-2020-07,100.0,75.0,0
Sonoma-2013-05,100.0,125.0,1
Sonoma-2013-07,100.0,158.0,1
Sonoma-2013-10,100.0,159.0,1
Sonoma-2013-11,100.0,3505.0,1
Sonoma-2016-09,100.0,1547.0,1
Sonoma-2017-07,100.0,11.0,1
Sonoma-2017-08,100.0,18.0,1
Sonoma-2017-10,600.0,75693.0,6
Sonoma-2018-06,100.0,10.0,0
Sonoma-2019-10,100.0,77758.0,1
Sonoma-2020-06,200.0,248.0,2
Stanislaus-2013-05,100.0,303.0,1
Stanislaus-2013-07,100.0,150.0,1
Stanislaus-2015-07,100.0,40.0,1
Stanislaus-2015-08,100.0,2700.0,1
Stanislaus-2016-07,100.0,32.0,1
Stanislaus-2017-06,100.0,65.0,1
Stanislaus-2017-07,200.0,81.0,2
Stanislaus-2017-10,100.0,13.0,1
Stanislaus-2018-05,100.0,63.0,1
Stanislaus-2019-05,100.0,144.0,1
Stanislaus-2019-06,200.0,3022.0,2
Stanislaus-2019-07,300.0,262.0,3
Stanislaus-2019-09,200.0,273.0,2
Stanislaus-2019-10,100.0,18.0,1
Stanislaus-2020-06,200.0,282.0,2
Stanislaus-2020-08,100.0,396624.0,1
Stanislaus-2020-09,100.0,45.0,1
State of Oregon-2019-08,100.0,1301.0,0
Sutter-2016-09,100.0,300.0,1
Sutter-2018-07,100.0,1200.0,0
Tehama-2013-07,200.0,395.0,2
Tehama-2013-08,100.0,11429.0,1
Tehama-2014-06,100.0,225.0,1
Tehama-2015-06,100.0,55.0,1
Tehama-2015-07,100.0,170.0,1
Tehama-2015-08,100.0,110.0,1
Tehama-2016-06,200.0,507.0,2
Tehama-2016-07,100.0,88.0,1
Tehama-2016-08,100.0,80.0,1
Tehama-2016-09,100.0,100.0,1
Tehama-2017-06,300.0,180.0,3
Tehama-2017-07,200.0,86.0,2
Tehama-2017-08,200.0,55.0,2
Tehama-2017-10,300.0,224.0,3
Tehama-2017-11,100.0,43.0,1
Tehama-2018-05,100.0,103.0,1
Tehama-2018-06,600.0,4257.0,5
Tehama-2018-07,300.0,939.0,3
Tehama-2018-10,100.0,3889.0,1
Tehama-2018-11,100.0,60.0,1
Tehama-2019-05,100.0,63.0,1
Tehama-2019-06,100.0,46.0,1
Tehama-2019-09,200.0,14170.0,1
Tehama-2019-10,400.0,694.0,4
Tehama-2019-11,100.0,2534.0,1
Tehama-2020-02,100.0,75.0,1
Tehama-2020-04,100.0,26.0,1
Tehama-2020-06,100.0,68.0,1
Tehama-2020-08,200.0,20293.0,1
Trinity-2014-07,200.0,6273.0,0
Trinity-2014-08,100.0,580.0,1
Trinity-2015-06,100.0,1542.0,0
Trinity-2015-08,100.0,128.0,1
Trinity-2015-09,100.0,35.0,1
Trinity-2017-08,400.0,26646.0,0
Trinity-2017-09,100.0,13417.0,0
Trinity-2017-10,100.0,148.0,0
Trinity-2018-06,100.0,300.0,1
Trinity-2018-09,100.0,1751.0,0
Trinity-2019-09,200.0,524.0,0
Trinity-2020-04,100.0,55.0,1
Trinity-2020-06,100.0,62.0,0
Trinity-2020-09,0.0,0.0,0
Tulare-2013-08,100.0,2060.0,0
Tulare-2013-09,100.0,134.0,0
Tulare-2015-07,300.0,7496.0,2
Tulare-2016-06,100.0,0.0,0
Tulare-2016-08,100.0,395.0,0
Tulare-2016-10,200.0,4357.0,0
Tulare-2017-05,100.0,79.0,1
Tulare-2017-06,200.0,135.0,1
Tulare-2017-07,400.0,2785.0,4
Tulare-2017-08,200.0,38851.0,0
Tulare-2017-09,100.0,18900.0,0
Tulare-2018-05,100.0,26.0,1
Tulare-2018-07,200.0,134.0,1
Tulare-2018-10,100.0,120.0,1
Tulare-2019-06,500.0,517.0,5
Tulare-2019-08,100.0,756.0,1
Tulare-2019-09,200.0,2356.0,0
Tulare-2020-06,300.0,1397.0,3
Tuolumne-2013-06,100.0,100.0,1
Tuolumne-2013-08,200.0,258384.0,1
Tuolumne-2014-06,200.0,756.0,2
Tuolumne-2014-09,100.0,70.0,1
Tuolumne-2015-07,100.0,204.0,1
Tuolumne-2015-08,100.0,112.0,1
Tuolumne-2015-09,100.0,108.0,1
Tuolumne-2016-05,100.0,85.0,1
Tuolumne-2016-09,100.0,1080.0,1
Tuolumne-2017-06,100.0,38.0,1
Tuolumne-2017-07,300.0,6061.0,2
Tuolumne-2017-09,200.0,1788.0,1
Tuolumne-2018-06,100.0,163.0,1
Tuolumne-2018-08,100.0,36450.0,0
Tuolumne-2018-09,100.0,573.0,1
Tuolumne-2019-08,100.0,21.0,1
Tuolumne-2020-06,100.0,10.0,0
Tuolumne-2020-08,100.0,2857.0,1
Ventura-2013-05,100.0,4346.0,1
Ventura-2013-11,100.0,64.0,1
Ventura-2015-11,100.0,50.0,0
Ventura-2015-12,100.0,1388.0,0
Ventura-2016-06,100.0,2304.0,0
Ventura-2017-07,100.0,50.0,0
Ventura-2017-10,100.0,86.0,1
Ventura-2017-12,100.0,281893.0,1
Ventura-2018-06,100.0,62.0,0
Ventura-2018-11,400.0,101816.0,4
Ventura-2019-07,100.0,131.0,1
Ventura-2019-09,100.0,279.0,0
Ventura-2019-10,300.0,10290.0,1
Ventura-2020-06,200.0,1092.0,1
Ventura-2020-08,100.0,3000.0,0
Ventura-2020-12,100.0,174.0,0
Ventura-2021-01,100.0,250.0,0
Yolo-2013-11,100.0,163.0,1
Yolo-2016-06,100.0,277.0,1
Yolo-2016-07,100.0,84.0,1
Yolo-2016-08,100.0,5731.0,1
Yolo-2017-07,100.0,2269.0,1
Yolo-2018-06,200.0,90302.0,2
Yolo-2018-07,100.0,822.0,1
Yolo-2019-06,100.0,2512.0,1
Yolo-2019-11,0.0,0.0,0
Yuba-2013-07,100.0,73.0,1
Yuba-2017-05,100.0,10.0,1
Yuba-2017-07,200.0,89.0,2
Yuba-2017-08,100.0,867.0,1
Yuba-2017-09,100.0,26.0,1
Yuba-2017-10,100.0,9989.0,1
Yuba-2019-06,400.0,242.0,3
Yuba-2019-07,100.0,38.0,1
Yuba-2019-08,100.0,33.0,0
Yuba-2020-03,0.0,0.0,0
Yuba-2020-07,100.0,500.0,0
Yuba-2020-08,100.0,600.0,0
Yuba-2020-09,100.0,1311.0,1
Yuba-2020-10,100.0,56.0,1
