,incident_latitude,incident_longitude,date,temperature (degC),wind_speed (m/s),total_precipitation (mm of water equivalent),relative_humidity (0-1),surface_pressure (Pa),humidex (degC),County,latitude,longitude,y,month,year
Inyo-2017-11,0.0,0.0,2017-11,4.384333333333334,3.308666666666668,0.11666666666666667,0.713,99230.74166666664,2.2913333333333337,Inyo,36.068684578245225,-116.70834402939256,False,11,2017
Inyo-2017-12,0.0,0.0,2017-12,-4.247096774193548,3.5041935483870974,0.059354838709677435,0.7419354838709677,99182.68451612904,-7.756774193548387,Inyo,36.29171960871191,-117.2011575655817,False,12,2017
Inyo-2018-01,0.0,0.0,2018-01,-4.006129032258064,4.16774193548387,0.06967741935483872,0.7351612903225806,99465.52709677424,-7.371612903225808,Inyo,37.268912376173475,-118.2891236341958,False,01,2018
Inyo-2018-03,0.0,0.0,2018-03,0.5774193548387098,3.6774193548387104,0.053870967741935484,0.64,99226.31774193546,-2.649354838709677,Inyo,36.89364090139765,-118.02404085020079,False,03,2018
Inyo-2018-05,0.0,0.0,2018-05,18.521612903225805,2.658387096774194,0.14838709677419354,0.67,98947.6541935484,21.195161290322574,Inyo,36.227789102874375,-118.11165729977017,False,05,2018
Inyo-2018-06,0.0,0.0,2018-06,21.087333333333326,2.9936666666666683,0.15966666666666668,0.7016666666666667,98843.87766666668,25.565666666666665,Inyo,36.17417360516437,-117.41376827068737,False,06,2018
Inyo-2018-08,0.0,0.0,2018-08,23.42709677419354,2.5151612903225806,0.11258064516129032,0.7406451612903228,99037.55193548386,29.920645161290327,Inyo,36.96920222526664,-117.90214223144353,False,08,2018
Inyo-2018-09,0.0,0.0,2018-09,19.127,2.9159999999999995,0.09699999999999999,0.7806666666666666,99399.46333333332,23.611666666666665,Inyo,35.80688213836979,-118.10686753374661,False,09,2018
Inyo-2018-10,0.0,0.0,2018-10,10.589032258064515,3.2670967741935484,0.13483870967741934,0.7522580645161291,99056.97,10.91516129032258,Inyo,36.10506575847716,-117.08756440842045,False,10,2018
Inyo-2018-11,0.0,0.0,2018-11,1.9673333333333327,3.4503333333333344,0.11266666666666665,0.7586666666666669,99159.06733333335,-0.4909999999999998,Inyo,35.80119778763765,-117.1664185481268,False,11,2018
Inyo-2018-12,0.0,0.0,2018-12,0.6912903225806452,2.7964516129032257,0.08580645161290322,0.7861290322580645,99164.34064516127,-1.9500000000000008,Inyo,37.033161037042404,-116.89613211907083,False,12,2018
Inyo-2019-01,0.0,0.0,2019-01,-5.47258064516129,3.9570967741935488,0.0729032258064516,0.7158064516129032,99251.88903225807,-9.163548387096776,Inyo,36.28691380604417,-118.24858110388801,False,01,2019
Inyo-2019-02,0.0,0.0,2019-02,-2.4478571428571425,3.7121428571428585,0.1010714285714286,0.7510714285714285,99247.0425,-5.705714285714286,Inyo,37.39822578969088,-117.46219098438617,False,02,2019
Inyo-2019-03,0.0,0.0,2019-03,0.8109677419354836,3.4138709677419343,0.10967741935483873,0.6335483870967741,99341.1606451613,-2.295806451612904,Inyo,36.07125013704767,-117.22905890230854,False,03,2019
Inyo-2019-04,0.0,0.0,2019-04,9.037666666666665,3.6216666666666666,0.17166666666666666,0.6626666666666667,98834.63633333331,7.826999999999997,Inyo,37.16535693475125,-118.08361806210033,False,04,2019
Inyo-2019-05,0.0,0.0,2019-05,14.462258064516124,2.6245161290322594,0.15354838709677418,0.7074193548387094,98817.8916129032,15.590645161290322,Inyo,36.479800716429324,-116.6640377836912,False,05,2019
Inyo-2019-06,0.0,0.0,2019-06,19.984,2.589666666666666,0.14400000000000002,0.6483333333333333,98832.83833333332,23.001,Inyo,37.1911987234623,-117.11760868322061,False,06,2019
Inyo-2019-07,0.0,0.0,2019-07,24.42032258064517,2.417741935483871,0.08935483870967742,0.6632258064516129,99003.13354838704,30.414193548387107,Inyo,37.22741931422542,-116.55101470645033,False,07,2019
Inyo-2019-08,0.0,0.0,2019-08,22.10967741935484,2.580967741935483,0.09580645161290324,0.6580645161290322,98952.2158064516,26.47451612903225,Inyo,36.15862643691451,-118.12444868276442,False,08,2019
Inyo-2019-10,0.0,0.0,2019-10,11.008387096774195,3.318387096774193,0.1709677419354839,0.7470967741935483,99002.84225806453,11.066774193548387,Inyo,36.2035255034909,-117.42685558949937,False,10,2019
Inyo-2019-11,0.0,0.0,2019-11,1.9263333333333328,3.3966666666666674,0.07599999999999997,0.7443333333333333,99130.78799999996,-0.6416666666666664,Inyo,36.31031178948017,-118.08203114934193,False,11,2019
Inyo-2019-12,0.0,0.0,2019-12,1.078709677419355,3.4341935483870967,0.06741935483870967,0.7509677419354837,99011.91870967744,-1.5606451612903225,Inyo,36.93200234422268,-116.53406957113017,False,12,2019
Inyo-2020-01,0.0,0.0,2020-01,-0.002258064516129045,3.2470967741935484,0.1593548387096774,0.7606451612903224,99282.14580645162,-2.862258064516129,Inyo,35.705406730284686,-118.1548270347857,False,01,2020
Inyo-2020-02,0.0,0.0,2020-02,-1.5131034482758619,3.6655172413793102,0.07103448275862068,0.6896551724137931,99082.03448275864,-4.87206896551724,Inyo,37.22649304157459,-116.68497539725666,False,02,2020
Inyo-2020-03,0.0,0.0,2020-03,4.929354838709679,3.0283870967741935,0.09032258064516127,0.6990322580645161,99223.82419354838,2.8574193548387092,Inyo,37.23361049947709,-116.71912611756187,False,03,2020
Inyo-2020-04,0.0,0.0,2020-04,7.381333333333335,3.3779999999999992,0.104,0.6129999999999998,98658.69866666663,5.477000000000001,Inyo,36.55319373342294,-118.34426837124781,False,04,2020
Inyo-2020-05,0.0,0.0,2020-05,14.252258064516127,3.4096774193548383,0.1254838709677419,0.6290322580645161,99121.85741935488,15.010967741935485,Inyo,35.80359473470034,-117.73873138292078,False,05,2020
Inyo-2020-06,0.0,0.0,2020-06,22.172999999999995,2.837333333333333,0.07666666666666667,0.5886666666666667,98961.66100000002,25.61599999999999,Inyo,36.99514983178695,-117.17589495184708,False,06,2020
Inyo-2020-07,0.0,0.0,2020-07,25.066129032258054,2.362258064516129,0.09193548387096773,0.6577419354838708,98904.17838709676,31.25483870967741,Inyo,36.1834436716598,-117.75380172088042,False,07,2020
Inyo-2020-08,0.0,0.0,2020-08,22.5783870967742,2.3029032258064515,0.10387096774193548,0.6854838709677418,98923.01612903227,27.618387096774203,Inyo,36.40024418009246,-116.4750345531938,False,08,2020
Inyo-2020-09,0.0,0.0,2020-09,16.756333333333338,3.1770000000000005,0.052000000000000005,0.7116666666666667,99205.02066666668,18.948333333333327,Inyo,36.863540248840295,-117.2455844525048,False,09,2020
Inyo-2020-10,0.0,0.0,2020-10,10.190967741935482,3.3629032258064515,0.0635483870967742,0.687741935483871,99200.10064516126,9.558387096774196,Inyo,36.41457430394251,-117.79470364240825,False,10,2020
Inyo-2020-11,0.0,0.0,2020-11,7.271666666666665,3.9306666666666654,0.09466666666666666,0.6726666666666666,99283.14633333334,5.682000000000002,Inyo,37.17546545206135,-116.64681666674333,False,11,2020
Inyo-2020-12,0.0,0.0,2020-12,0.6443333333333332,3.583333333333333,0.05200000000000001,0.7303333333333334,98986.56899999996,-2.2533333333333334,Inyo,36.867959326343765,-117.93290851680656,False,12,2020
Kern-2013-01,0.0,0.0,2013-01,5.72548387096774,2.320645161290323,0.1935483870967742,0.6922580645161289,99143.32,4.1629032258064536,Kern,34.36914278542498,-118.58458131217252,False,01,2013
Kern-2013-02,0.0,0.0,2013-02,5.1025,2.512142857142857,0.13357142857142856,0.5932142857142856,98621.43428571428,2.5389285714285714,Kern,35.019533386218576,-118.13455400521387,False,02,2013
Kern-2013-03,0.0,0.0,2013-03,6.868064516129032,2.686774193548387,0.09258064516129033,0.5370967741935485,98541.59709677416,4.4322580645161285,Kern,34.40783817690084,-118.46262046551773,False,03,2013
Kern-2013-04,0.0,0.0,2013-04,15.628666666666668,2.499,0.15,0.5626666666666666,98950.80733333332,15.993666666666664,Kern,35.817954213657714,-118.53334780497745,False,04,2013
Kern-2013-05,0.0,0.0,2013-05,19.12806451612903,2.520322580645161,0.1054838709677419,0.6499999999999999,98809.58322580645,21.82322580645161,Kern,34.90818079700653,-118.48222175114644,False,05,2013
Kern-2013-06,0.0,0.0,2013-06,23.670333333333332,2.1136666666666666,0.2973333333333333,0.7396666666666667,98496.46900000004,30.26733333333333,Kern,35.460073450347046,-117.85345653537185,False,06,2013
Kern-2013-09,0.0,0.0,2013-09,20.717666666666666,1.5573333333333332,0.08066666666666666,0.6743333333333332,98737.40299999998,24.47266666666666,Kern,35.980252732505235,-119.05332250865682,False,09,2013
Kern-2013-10,0.0,0.0,2013-10,15.94,2.0880645161290325,0.04903225806451613,0.7116129032258064,98774.06193548387,17.943548387096776,Kern,35.019367484176925,-118.92592324470999,False,10,2013
Kern-2013-11,0.0,0.0,2013-11,7.503666666666665,2.0523333333333333,0.10566666666666666,0.5746666666666668,99320.203,5.549666666666668,Kern,36.154755131771324,-118.22965365163685,False,11,2013
Kern-2013-12,0.0,0.0,2013-12,6.624516129032258,2.19483870967742,0.18516129032258066,0.6987096774193547,99024.68419354838,5.367741935483872,Kern,35.03598533872554,-118.32124563509643,False,12,2013
Kern-2014-01,0.0,0.0,2014-01,0.9467741935483872,2.5022580645161288,0.09967741935483868,0.5664516129032259,98747.10709677418,-2.2974193548387096,Kern,35.754654619389505,-118.62513407773433,False,01,2014
Kern-2014-02,0.0,0.0,2014-02,5.288214285714284,2.1046428571428573,0.12321428571428568,0.6,98705.21571428572,2.8282142857142856,Kern,35.022076901524294,-119.44283704344602,False,02,2014
Kern-2014-03,0.0,0.0,2014-03,7.524838709677421,2.735161290322581,0.1535483870967742,0.5758064516129033,98624.20322580644,5.380645161290324,Kern,36.06770480359869,-118.7142190811257,False,03,2014
Kern-2014-04,0.0,0.0,2014-04,15.443,2.6046666666666662,0.1863333333333333,0.5636666666666664,98609.45066666669,15.554000000000002,Kern,36.28356179856935,-118.80672109319771,False,04,2014
Kern-2014-05,0.0,0.0,2014-05,21.0741935483871,2.0929032258064515,0.0735483870967742,0.5599999999999999,98778.11774193552,23.52451612903225,Kern,35.58468019717026,-119.65587344047366,False,05,2014
Kern-2014-09,0.0,0.0,2014-09,20.913666666666668,1.8173333333333337,0.09899999999999998,0.7666666666666667,98866.02900000002,26.11733333333333,Kern,35.08517778628949,-119.47114104469729,False,09,2014
Kern-2014-10,0.0,0.0,2014-10,15.760967741935485,2.499032258064516,0.0796774193548387,0.6641935483870969,98483.54483870967,17.10967741935484,Kern,35.20940664851031,-118.91741062223835,False,10,2014
Kern-2014-11,0.0,0.0,2014-11,7.5373333333333346,2.4033333333333333,0.10033333333333333,0.5906666666666667,98946.74766666663,5.704666666666666,Kern,34.49632769057367,-119.3269594519213,False,11,2014
Kern-2014-12,0.0,0.0,2014-12,6.184838709677418,2.1954838709677422,0.12225806451612906,0.6916129032258065,99053.05903225805,4.366129032258065,Kern,34.56201405944574,-119.33860471133809,False,12,2014
Kern-2015-01,0.0,0.0,2015-01,3.5651612903225813,2.1877419354838707,0.08806451612903228,0.6058064516129033,99020.19677419355,0.849032258064516,Kern,35.04073386796216,-118.82330154755242,False,01,2015
Kern-2015-02,0.0,0.0,2015-02,0.9992857142857142,2.4542857142857137,0.12678571428571425,0.5485714285714286,98877.1339285714,-2.313214285714285,Kern,35.46097802830918,-118.7060501365795,False,02,2015
Kern-2015-03,0.0,0.0,2015-03,10.643225806451609,2.091290322580645,0.09612903225806453,0.5767741935483871,98960.625483871,9.345806451612901,Kern,35.97323612997168,-119.1458972770395,False,03,2015
Kern-2015-04,0.0,0.0,2015-04,15.84966666666667,2.423666666666666,0.13466666666666666,0.5993333333333334,98590.57733333336,16.539333333333335,Kern,35.78782058067427,-119.39963784447245,False,04,2015
Kern-2015-05,0.0,0.0,2015-05,22.366129032258065,2.1777419354838714,0.033225806451612896,0.5467741935483871,99100.01483870967,25.272903225806452,Kern,34.71427717097808,-117.78632823258499,False,05,2015
Kern-2015-06,0.0,0.0,2015-06,25.61533333333334,1.8133333333333328,0.11633333333333327,0.6310000000000001,98576.17966666663,31.54633333333333,Kern,35.99521165556514,-119.35206812368439,False,06,2015
Kern-2015-07,0.0,0.0,2015-07,26.597419354838706,1.6264516129032258,0.11032258064516123,0.6309677419354839,98461.72000000002,33.28838709677418,Kern,34.99215744437311,-118.62709751293757,False,07,2015
Kern-2015-08,0.0,0.0,2015-08,25.12129032258064,1.3564516129032258,0.08999999999999997,0.626774193548387,98626.77322580648,30.75967741935484,Kern,35.06010401488695,-118.30983001780474,False,08,2015
Kern-2015-09,0.0,0.0,2015-09,21.85133333333333,2.2936666666666667,0.16199999999999998,0.7013333333333335,98705.73033333334,26.661000000000005,Kern,34.7221029228545,-119.37421106488111,False,09,2015
Kern-2015-10,0.0,0.0,2015-10,14.79967741935484,2.6251612903225805,0.1570967741935484,0.7051612903225807,98820.89774193546,16.064838709677414,Kern,35.984013948149354,-118.62916515635087,False,10,2015
Kern-2015-11,0.0,0.0,2015-11,11.767333333333335,2.024,0.2333333333333333,0.6916666666666668,99219.64833333336,11.960333333333333,Kern,35.314071405987654,-119.02584435401987,False,11,2015
Kern-2015-12,0.0,0.0,2015-12,11.871935483870963,2.1419354838709674,0.2529032258064516,0.7932258064516129,98950.52612903227,13.048064516129033,Kern,35.604523812017185,-118.15434691413614,False,12,2015
Kern-2016-01,0.0,0.0,2016-01,2.861935483870968,2.4454838709677422,0.0932258064516129,0.620967741935484,98704.43548387096,0.1009677419354838,Kern,34.70812080080537,-119.11793291878101,False,01,2016
Kern-2016-02,0.0,0.0,2016-02,5.5296551724137935,2.532758620689654,0.15827586206896552,0.6051724137931035,98723.51517241377,3.4227586206896548,Kern,34.7282973542934,-119.2031041686229,False,02,2016
Kern-2016-03,0.0,0.0,2016-03,13.591290322580642,2.519032258064516,0.1406451612903226,0.6087096774193548,98698.73161290324,13.626774193548384,Kern,34.61206881640224,-118.52051599269106,False,03,2016
Kern-2016-04,0.0,0.0,2016-04,15.388000000000002,2.585666666666667,0.08800000000000001,0.5276666666666666,98766.53733333333,15.339,Kern,35.47499221089142,-119.55588536040185,False,04,2016
Kern-2016-05,0.0,0.0,2016-05,19.13612903225805,2.07258064516129,0.16774193548387095,0.6829032258064516,98555.48838709678,22.21322580645161,Kern,35.42560231479343,-119.63950902304519,False,05,2016
Kern-2016-09,0.0,0.0,2016-09,23.77233333333333,2.004,0.12466666666666665,0.7040000000000003,98785.59233333336,29.727666666666664,Kern,35.93399923654226,-118.29702855304376,False,09,2016
Kern-2016-10,0.0,0.0,2016-10,16.871935483870967,2.3148387096774194,0.1703225806451613,0.7038709677419354,99002.51580645164,19.08,Kern,35.57818618493617,-117.91391930551096,False,10,2016
Kern-2016-11,0.0,0.0,2016-11,11.082,2.153,0.06333333333333332,0.5710000000000001,98943.59166666665,10.045333333333332,Kern,35.906374439024084,-118.52183313989862,False,11,2016
Kern-2016-12,0.0,0.0,2016-12,5.6835483870967725,2.160322580645161,0.08096774193548388,0.6316129032258064,99162.58451612905,3.5870967741935487,Kern,36.20338287922121,-119.34550717843837,False,12,2016
Kern-2017-01,0.0,0.0,2017-01,6.904193548387097,2.3774193548387097,0.1635483870967742,0.7025806451612905,98658.9987096774,5.654516129032259,Kern,34.57441020372695,-118.63158308486376,False,01,2017
Kern-2017-02,0.0,0.0,2017-02,10.961428571428574,2.5157142857142865,0.047142857142857146,0.5203571428571429,98612.52142857149,9.607142857142858,Kern,35.980592437215535,-119.06257112280818,False,02,2017
Kern-2017-03,0.0,0.0,2017-03,10.726774193548387,2.918064516129032,0.07580645161290323,0.4703225806451613,99091.33161290322,9.021612903225806,Kern,35.02453143947769,-119.0318039684127,False,03,2017
Kern-2017-04,0.0,0.0,2017-04,18.110333333333333,2.984,0.2083333333333333,0.6433333333333332,98660.387,20.244666666666664,Kern,36.103639899463104,-118.82286052687707,False,04,2017
